timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-03-17T13:39:55,hackathon_random_forest,a1f84e0a-2ad8-4ba9-ab75-1138551cc5f6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4713339580048341,3.558221342128321e-07,7.549257340146553e-07,42.5,0.0,6.0,5.564114261364416e-06,0.0,7.854304166782336e-07,6.34954467804265e-06,0.0,France,FRA,île-de-france,macOS-26.3.1-arm64-arm-64bit,3.12.12,3.2.3,12,Apple M3 Pro,2.5072,48.6466,18.0,machine,0.0,0,0.0,0.0,N,1.0,0.0,,
2026-03-17T13:39:57,hackathon_xgboost,80f13550-c60a-4ff7-8f81-d3b5c0be5af2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.9757293750008103,1.4915949091159343e-06,7.549591193962597e-07,42.5,0.0,6.0,2.3324343352598793e-05,0.0,3.2927431249603007e-06,2.6617086477559095e-05,0.0,France,FRA,île-de-france,macOS-26.3.1-arm64-arm-64bit,3.12.12,3.2.3,12,Apple M3 Pro,2.5072,48.6466,18.0,machine,37.7,0,78.9,6.2481536865234375,N,1.0,0.0,,
